,text,emotion
693,"Saya terkejut sekali, tidak menyangka akan hal tersebut datang dengan tiba-tiba tanpa sepengetahuan saya, jarang sekali mendapatkan hal tidak terduga tesebut",5
694,Berkaitan dengan keluarga terdekat saya.,0
695,"Memikirkan yang tidak diketahui, apa yang terjadi pada saat kematian, dll.",1
696,"Di lalu lintas saya sering menjadi relatif marah dengan supir lain. Beberapa pelanggaran membuat saya marah, terutama tidak menghasilkan lalu lintas prioritas (misalnya datang dari kanan).",2
697,"Kehilangan orang dan binatang yang dekat. Sejauh ini, saya paling merasakan saat kehilangan anjing dalam kecelakaan lalu lintas.",3
698,Saya merasa jijik terhadap orang-orang yang bertanggung jawab atas kematian orang lain.,4
699,"Saya terkejut sekali, tidak menyangka akan hal tersebut datang dengan tiba-tiba tanpa sepengetahuan saya, jarang sekali mendapatkan hal tidak terduga tesebut",5
700,Saat kontrak tentang toko saya ditandatangani.,0
701,"Karena sangat dekat dengan kecelakaan mobil, hampir melaju dari jalan.",1
702,"Setelah pergi ke sekolah tanpa belajar apapun, seperti biasa.",2
703,"Keringatanku sedang dalam perjalanan, dan kemudian dia mendapat masalah.",3
704,Terlalu banyak jenis makanan tradisional - puding darah.,4
705,"Saya terkejut sekali, tidak menyangka akan hal tersebut datang dengan tiba-tiba tanpa sepengetahuan saya, jarang sekali mendapatkan hal tidak terduga tesebut",5
706,Menerima surat bentuk seorang gadis yang sangat berarti bagi saya secara emosional.,0
707,Menjadi dekat dengan tenggelam.,1
708,Dipecat oleh teman.,2
709,Masalah cinta,3
710,Tidak berlaku.,4
711,"Saya terkejut sekali, tidak menyangka akan hal tersebut datang dengan tiba-tiba tanpa sepengetahuan saya, jarang sekali mendapatkan hal tidak terduga tesebut",5
712,Saya memenangkan kejuaraan ski negara.,0
713,Aku takut dalam kegelapan saat masih kecil.,1
714,Marah saat tim kami (anak kecil) kalah dalam final kejuaraan kejuaraan county.,2
715,Kematian kakek saya,3
716,"Seorang guru memberi saya nilai yang lebih rendah daripada yang saya inginkan, dan saya harapkan.",4
717,"Saya terkejut sekali, tidak menyangka akan hal tersebut datang dengan tiba-tiba tanpa sepengetahuan saya, jarang sekali mendapatkan hal tidak terduga tesebut",5
718,"Ketika bank mengizinkan saya meminjam uang musim dingin ini, setelah hibah saya dihabiskan.",0
719,"Suatu ketika saya dihentikan oleh polisi di Spanyol, ketika saya memiliki beberapa ""rumput"" di tembakau saya.",1
720,"Ayahku menuduh adikku menabrak mobilnya, dan itu salah.",2
721,Saat pacar meninggalkanku.,3
722,"Ketika seorang ""teman"" menjatuhkan katak di leher saya, dan saya tidak tahu apa itu.",4
723,"Saya terkejut sekali, tidak menyangka akan hal tersebut datang dengan tiba-tiba tanpa sepengetahuan saya, jarang sekali mendapatkan hal tidak terduga tesebut",5
724,"Saya seorang guru sekolah. Pada pertemuan guru-orang tua, saya menerima banyak umpan balik positif dari pekerjaan saya baik dari orang tua maupun melalui mereka dari murid-muridnya.",0
725,"Sebagai seorang anak, ketika berada di rumah sendiri, saya merasa tidak berimajinasi terhadap kematian ayah dan ibu saya.",1
726,"Saya berdiskusi dengan ibu saya tentang perceraian kakak saya, kami tidak sependapat dengan kuat.",2
727,Sebagai anak berusia sepuluh tahun saya berada di pemakaman ayah saya. Itu lebih merupakan upacara yang diadakan di gereja dan bukan kematian ayah buyut saya yang membuat saya sedih.,3
728,Saya berdiskusi dengan istri saya tentang kenalan yang terlalu berat tentang kebiasaan makan dan bekas luka yang disebabkan oleh kehamilannya.,4
729,"Saya terkejut sekali, tidak menyangka akan hal tersebut datang dengan tiba-tiba tanpa sepengetahuan saya, jarang sekali mendapatkan hal tidak terduga tesebut",5
730,[Sebuah pelajaran yang berhasil.],0
731,[Saya sedang memikirkan kematian],1
732,Konflik dengan murid.,2
733,Saat saya sendirian di rumah.,3
734,Sabtu malam sebuah bus penuh orang mabuk.,4
735,"Saya terkejut sekali, tidak menyangka akan hal tersebut datang dengan tiba-tiba tanpa sepengetahuan saya, jarang sekali mendapatkan hal tidak terduga tesebut",5
736,Ketika dalam krisis ekonomi saya mendapat sejumlah uang yang tak terduga.,0
737,Dalam kegelapan sosok yang tidak nyata terbentuk oleh bayangan.,1
738,"[Ketika saya diperlakukan tidak adil, terlepas dari motif atau perbuatan saya.]",2
739,Ketika saya melihat tanda-tanda usia tua (dalam arti negatif) pada kerabat dekat saya.,3
740,"Sebagai seorang anak, ketika saya melihat pemandangan ""tidak estetis"".",4
741,"Saya terkejut sekali, tidak menyangka akan hal tersebut datang dengan tiba-tiba tanpa sepengetahuan saya, jarang sekali mendapatkan hal tidak terduga tesebut",5
742,Saya pulang dari ujian dan saya mengira telah melewatinya jadi saya berlari ke restoran untuk minum bir.,0
743,Saya telah minum dengan teman dan saya kemudian (jam 1 o ') berkencan dengan tunangan saya. Kami akan mengikuti pelajaran bahasa Spanyol dan saya takut dia akan mencium bau yang telah saya minum.,1
744,Tunangan saya dan saya berada di tempat orang tua saya menonton TV. Hanya ada dua kursi TV dan kami duduk di sana saat adikku yang mabuk masuk dan dengan kasar mengejar tunanganku dari kursi yang sedang dia duduki.,2
745,Saya telah minum beberapa gelas bir dan tunangan saya marah kepada saya.,3
746,Kami berada di sebuah bar hamburger dan seorang pria di sebuah meja di dekatnya mulai terbatuk-batuk dan meludah ke piringnya.,4
747,"Saya terkejut sekali, tidak menyangka akan hal tersebut datang dengan tiba-tiba tanpa sepengetahuan saya, jarang sekali mendapatkan hal tidak terduga tesebut",5
748,Sambil menari di restoran minggu lalu.,0
749,Saya berada di Inter Rail di Naples sendirian. Setelah malam di sebuah restoran saya akan kembali ke hotel saat seorang pelacur mendekati saya untuk menjual dirinya sendiri. Saya menolak tapi saat terus berjalan saya merasa bahwa saya sedang diikuti oleh seseorang.,1
750,Saat seorang gadis meninggalkanku.,2
751,"Saya dalam perjalanan pulang dari Inter Rail, naik feri dari Stockholm saat ayah saya menelepon saya jam 7 untuk memberi tahu saya bahwa paman saya telah meninggal dan bahwa saya akan menemuinya dalam perjalanan terakhirnya dalam waktu empat hari. .",3
752,"Di Reperbahn, di sebuah restoran, seorang pelayan tua ""menawan"" datang mengemis minuman untuk dirinya sendiri.",4
753,"Saya terkejut sekali, tidak menyangka akan hal tersebut datang dengan tiba-tiba tanpa sepengetahuan saya, jarang sekali mendapatkan hal tidak terduga tesebut",5
754,Pacar saya memberi saya umpan balik dan saya mengerti bahwa itu berarti bahwa hubungan kami akan semakin dekat.,0
755,"Di dokter gigi, menunggu giliran saya untuk datang.",1
756,"Sementara di tentara, saya diperlakukan tidak adil oleh atasan saya. Saya bertanggung jawab atas sebuah akta yang saya tidak bersalah.",2
757,Ketika saya mengetahui bahwa nenek saya telah meninggal. Dia sangat dekat dengan saya.,3
758,"Di tentara, seorang kenalan saya cenderung menggunakan posisinya untuk memajukan kepentingannya sendiri.",4
759,"Saya terkejut sekali, tidak menyangka akan hal tersebut datang dengan tiba-tiba tanpa sepengetahuan saya, jarang sekali mendapatkan hal tidak terduga tesebut",5
760,Ketika saya melihat orang-orang di sekitar dan tahu bahwa orang yang bodoh terlihat bodoh.,0
761,"Saat aku melihat roulette Rusia di TV. (jelas film ""Deer hunter"")",1
762,Ketika orang bodoh mendorong saya pada saat sibuk di kota.,2
763,[Kemalasan membuat orang sedih.],3
764,Ketika saya melihat ratusan ular saling memutar dalam film.,4
765,"Saya terkejut sekali, tidak menyangka akan hal tersebut datang dengan tiba-tiba tanpa sepengetahuan saya, jarang sekali mendapatkan hal tidak terduga tesebut",5
766,[Dekat dengan orang lain.],0
767,[Ketidakpastian tentang kemampuan saya sendiri dalam ujian.],1
768,[Sebuah hukuman yang tidak adil.],2
769,"Kesepian, karena tidak yakin akan diriku di musim gugur.",3
770,Seorang pria kaya mengungkapkan rasa jijik terhadap seorang pecandu alkohol.,4
771,Saya pergi ke dokter dengan keluhan. Dokter mengatakan bahwa saya benar-benar sehat.,0
772,"Ayah saya sudah jauh dari rumah dan dia tidak kembali saat dia diharapkan, dia kembali beberapa jam kemudian dari yang diperkirakan.",1
773,"Saya memiliki kesepakatan implisit dengan adik perempuan saya tentang bertemu dengannya, namun dia tidak mengerti situasinya dengan cara yang sama sehingga dia tidak muncul.",2
774,Saya menyadari bahwa gadis yang saya cintai harus meninggalkan saya.,3
775,Di dalam bus aku duduk di samping seorang kolega yang sedang mabuk dan bersikap sesuai dengan keadaannya.,4
776,"Saya terkejut sekali, tidak menyangka akan hal tersebut datang dengan tiba-tiba tanpa sepengetahuan saya, jarang sekali mendapatkan hal tidak terduga tesebut",5
777,Ketika saya tiba-tiba menerima ucapan selamat ulang tahun dari orang yang saya suka.,0
778,Saya pulang larut malam dari pesta tadi malam dan saya merasa takut mencoba mengantisipasi reaksi ayah saya.,1
779,Ketika saya mengetahui bahwa saudara laki-laki saya telah merusak barang dagangan saya.,2
780,Ketika saya mengetahui bahwa seorang gadis yang saya gemar sudah punya pacar.,3
781,Pendekatan yang terlalu bersemangat oleh orang mabuk kotor di dalam bus.,4
782,"Saya terkejut sekali, tidak menyangka akan hal tersebut datang dengan tiba-tiba tanpa sepengetahuan saya, jarang sekali mendapatkan hal tidak terduga tesebut",5
783,Saya menembak tujuan yang menentukan dalam pertandingan hoki es.,0
784,Ketika saya tersesat di kota New York pada malam jumat dengan seorang teman saya.,1
785,Setelah berkelahi dengan kerabat saya tentang politik.,2
786,Kematian nenekku.,3
787,Ketika saya melihat bahwa orang baik dieksploitasi secara ekonomi.,4
788,"Saya terkejut sekali, tidak menyangka akan hal tersebut datang dengan tiba-tiba tanpa sepengetahuan saya, jarang sekali mendapatkan hal tidak terduga tesebut",5
789,Saya lulus ujian yang sama sekali tidak saya duga. Saya kembali menikmati hasilnya karena kemungkinan melanjutkan studi bergantung pada hal itu.,0
790,"Dalam lalu lintas dengan mobil, saya hampir terjepit di antara bis dan trem. Perhatian pengemudi lain menyelamatkanku pada saat terakhir.",1
791,"Saya kecewa dan marah dengan kualitas program dokumenter TV yang buruk. Menurut saya, topik itu penting dan programnya seharusnya dibuat dengan serius dan pertimbangan.",2
792,Ayah saya mengalami serangan jantung saat tidak berada di rumah (saya masih tinggal dengan mereka). Dia pulih dengan cukup baik meski harus pensiun (yang menyiratkan kelegaan dari stres sebuah usaha kecil).,3
793,"Atas tindakan keji dan egois nenekku terhadap kakak perempuanku, meski perilakunya disebabkan oleh kepikunan dan kurangnya pemahaman.",4
794,"Saya terkejut sekali, tidak menyangka akan hal tersebut datang dengan tiba-tiba tanpa sepengetahuan saya, jarang sekali mendapatkan hal tidak terduga tesebut",5
795,"Di tebing di tepi laut, keheningan dan suara mendadak seekor burung. (Angsa di teluk)",0
796,Malam yang gelap saat aku harus pergi ke toilet di luar ruangan.,1
797,Ketika saya menyadari bahwa saya berada jauh di belakang yang lain dalam kursus bahasa dan saya tidak dapat lagi mengejar ketinggalan dengan yang lain.,2
798,"Penyakit lama nenek moyang saya, dan perubahan dalam hubungan keluarga yang disebabkan olehnya.",3
799,"Manja, kocok dan kocok kentang di lemari es, dan harus bersihkan piringnya nanti.",4
800,"Saya terkejut sekali, tidak menyangka akan hal tersebut datang dengan tiba-tiba tanpa sepengetahuan saya, jarang sekali mendapatkan hal tidak terduga tesebut",5
801,"Ketika pulang dari pekerjaan saya, saya menemukan sebuah surat dari universitas yang mengatakan bahwa saya telah diterima untuk memulai studi saya.",0
802,"Sambil menonton TV (film perang), saya merasakan ketakutan yang kuat akan kematian, ancaman dan ketakutan untuk kehilangan orang-orang yang dekat dengan saya.",1
803,Saya marah dengan teman saya yang berperilaku dengan cara yang terpengaruh.,2
804,Saya membuat panggilan jarak jauh untuk orang-orang yang dekat dengan saya dan saya memikirkan kejadian menyedihkan yang pernah terjadi pada mereka di masa lalu; Aku tahu mereka juga memikirkannya saat aku menelepon.,3
805,Orang tua saya mewarisi apartemen dan ini membuat mereka berperilaku dengan cara yang aneh.,4
806,"Saya terkejut sekali, tidak menyangka akan hal tersebut datang dengan tiba-tiba tanpa sepengetahuan saya, jarang sekali mendapatkan hal tidak terduga tesebut",5
807,Saya tiba-tiba bertemu dengan seorang gadis yang selalu saya jalani dengan baik. (Saya tidak melihatnya selama beberapa bulan.),0
808,Saat ayahku sangat mabuk dan mengamuk di rumah.,1
809,"Saat aku tidak menemukan rak yang digunakan untuk memukuli permadani, di halaman.",2
810,Saat salah satu kucing saya meninggal karena penyakit.,3
811,Saya merasa jijik pada lingkungan sambil kembali ke penginapan mahasiswa saya. Saya tidak melihat apapun di pinggiran kota yang telah direncanakan dengan memperhatikan kenyamanan orang.,4
812,"Saya terkejut sekali, tidak menyangka akan hal tersebut datang dengan tiba-tiba tanpa sepengetahuan saya, jarang sekali mendapatkan hal tidak terduga tesebut",5
813,"Di Swedia, seorang teman dan saya tinggal di apartemen milik seorang Finn. Suatu hari, pria ini kembali ke apartemen yang sangat mabuk (ganja dan alkohol). Dia sangat pusing dan dia terjatuh, dan aku tidak bisa meramalkan reaksinya. Namun, tidak ada yang terjadi.",1
814,"Saya punya janji temu di pusat kota, dan orang yang dimaksud terlambat setengah jam.",2
815,Kematian nenekku.,3
816,"Di tentara, saya telah berada di rumah sakit selama dua minggu dan begitu kembali ke perusahaan, seorang sersan memerintahkan saya untuk mengambil sebuah muatan di trailer traktor.",4
817,"Saya terkejut sekali, tidak menyangka akan hal tersebut datang dengan tiba-tiba tanpa sepengetahuan saya, jarang sekali mendapatkan hal tidak terduga tesebut",5
818,Saya mendapat sejumlah besar pajak saya kembali.,0
819,"Saya sedang joging di hutan, di area taman tengah, saat saya melihat seorang pria bersembunyi di balik sebatang pohon. Saya menjadi frigthened, berbalik dan berlari keluar dari hutan.",1
820,"Saya pulang ke rumah dengan taksi bersama rekan kerja saya. Dia mengkritik perilaku saya sebelumnya terhadapnya, yang menurut saya tidak berdasar. Saat sampai di rumah, aku berlari keluar dari taksi dan membanting pintu.",2
821,Saya pernah mengadakan pesta perpisahan di tempat saya bekerja selama setahun. Malam itu aku tidak bisa jatuh tertidur. Saya sedih berpikir bahwa saya tidak akan melihat rekan kerja saya yang baik lagi.,3
822,"Saya sedang bepergian dengan kereta api lokal saat seorang pemabuk, sangat ketakutan, memasuki kereta yang sama dan mulai makan ikan yang berbau busuk.",4
823,"Saya terkejut sekali, tidak menyangka akan hal tersebut datang dengan tiba-tiba tanpa sepengetahuan saya, jarang sekali mendapatkan hal tidak terduga tesebut",5
824,"Hari musim gugur yang cerah, setelah periode hujan yang panjang.",0
825,"Bertahun-tahun yang lalu, dalam perjalanan ke sekolah di jalan hutan, saya menemukan seorang pamer pameran.",1
826,"Seseorang yang dekat dengan saya menganggap niat baik saya buruk, dan oleh karena itu berhubungan dengan sifat-sifat yang tidak menyenangkan bagi saya.",2
827,[Seseorang yang dekat dengan saya mengatakan kepada saya bahwa pendapat positifnya bergantung pada perilaku saya.],3
828,Ketika seorang pria yang tidak rapi dan sangat mabuk berusaha mendekati saya.,4
829,"Saya terkejut sekali, tidak menyangka akan hal tersebut datang dengan tiba-tiba tanpa sepengetahuan saya, jarang sekali mendapatkan hal tidak terduga tesebut",5
830,Saya tahu bahwa saya diterima di universitas.,0
831,Saya pernah menonton acara TV tentang fenomena paranormal. Pada malam hari aku tidak bisa jatuh tertidur saat aku takut humanoids sedang bergerak.,1
832,"Atasan saya menyalahkan saya karena beberapa lalai bekerja di depan orang lain. Padahal, tugas yang dimaksud tidak seharusnya dilakukan oleh saya.",2
833,Ayahku tiba-tiba jatuh sakit dan meninggal.,3
834,Ketika seorang teman saya mabuk dan mulai menyalahkan dan mencemooh teman-teman saya yang lain dan saya.,4
835,"Saya terkejut sekali, tidak menyangka akan hal tersebut datang dengan tiba-tiba tanpa sepengetahuan saya, jarang sekali mendapatkan hal tidak terduga tesebut",5
836,Kegembiraan saya adalah sukacita bertemu lagi. Suami saya pulang setelah pergi selama berminggu-minggu (untuk bekerja). Saya berada di stasiun kereta untuk menemuinya.,0
837,"Aku sendirian di rumah dan aku bisa mendengar suara aneh datang dari atas kamar tidur kami. Saya tahu bahwa tidak ada yang tinggal di sana karena ini adalah kantor. Saya menjadi takut (kemudian saya diberi penjelasan ""alami"").",1
838,Seorang kerabat saya datang menemui suami saya untuk berbicara dengannya tentang masalah mengenai saudara perempuan dan saya. Saya marah karena kerabat saya ini tidak berani berbicara kepada saya dan malah berbicara dengan suami saya. Aku harus tahu tentang hal itu pada hari yang sama.,2
839,"Kematian ayahku, meski kita tidak terlalu dekat satu sama lain.",3
840,Teman laki-laki ibuku (seorang janda) pindah untuk tinggal bersama kami. Aku tidak suka pria itu.,4
841,"Saya terkejut sekali, tidak menyangka akan hal tersebut datang dengan tiba-tiba tanpa sepengetahuan saya, jarang sekali mendapatkan hal tidak terduga tesebut",5
842,"Ibu saya, saudara perempuan dan saya sedang memikirkan masa lalu, masa kecil kita, dan kita memiliki waktu yang sangat membahagiakan.",0
843,"Suami saya pergi mengendarai mobil yang aneh dan rusak. Pada waktu yang disepakati, dia belum kembali, dan saya khawatir dia mengalami kecelakaan.",1
844,"Saya seorang guru sekolah. Salah satu kelas tidak mematuhi saya sama sekali, terus berbicara, tidak ada pekerjaan. Suatu siang, semuanya berjalan salah, dan saya sangat marah.",2
845,"Seorang kerabat muda yang dekat dengan saya meninggal, meninggalkan bayi beberapa bulan.",3
846,"Serial tentang Freud ditampilkan di TV. Di dalamnya, sebuah tampon telah dipasang di hidung seorang wanita, dan dilupakan di sana. Setelah rasa sakit yang hebat itu diangkat (gambar close-up), wanita itu berdarah dari hidung dan mulut.",4
847,"Saya terkejut sekali, tidak menyangka akan hal tersebut datang dengan tiba-tiba tanpa sepengetahuan saya, jarang sekali mendapatkan hal tidak terduga tesebut",5
848,"Saya memulai sebuah cabang studi baru setelah gagal menjadi seorang mantan. Ketika saya mendapatkan kembali surat-surat ujian saya, saya sangat senang mengetahui bahwa saya hampir memiliki tanda penuh.",0
849,"Saya menyelam di bawah es, di sebuah gua, pada kedalaman 26 meter. Visibilitas hampir nol dan tingkat oksigen menurun dengan mengancam. Ada tiga dari kita penyelam dengan satu tali pengaman.",1
850,Ibuku terus menggunakan tekanan mental terhadap sesuatu yang serius dan menjadi beban bagiku.,2
851,"Kakekku meninggal, aku pergi ke kamar mayat dan melihat jenazahnya.",3
852,[Sama seperti dalam kemarahan],4
853,"Saya terkejut sekali, tidak menyangka akan hal tersebut datang dengan tiba-tiba tanpa sepengetahuan saya, jarang sekali mendapatkan hal tidak terduga tesebut",5
854,Pacar saya mengirimi saya sebuah surat dengan gambar mengilap di dalamnya.,0
855,Saya baru saja akan memulai sebuah perjalanan di sebuah mobil dengan seorang kenalan saya.,1
856,"Pada berita TV, saya mendengar bahwa Nikaragua telah mengeluhkan meningkatnya ancaman perang dengan Amerika Serikat.",2
857,Pacar saya memberi saya sarung tangan (meninggalkan saya).,3
858,Menonton film kekerasan.,4
859,"Saya terkejut sekali, tidak menyangka akan hal tersebut datang dengan tiba-tiba tanpa sepengetahuan saya, jarang sekali mendapatkan hal tidak terduga tesebut",5
